provinsi,kabupaten_kota,kecamatan,kelurahan_desa,kode_pos
,sorong,moisegen,klasarin,98451
,sorong,moisegen,klasof,98451
,sorong,moisegen,klawoton,98451
,sorong,moisegen,ninjemur,98451
,sorong,moisegen,wonosobo,98451
,sorong,salawati,katinim,98451
,sorong,salawati,majaran,98451
,sorong,salawati,majener,98451
,sorong,salawati,malaus,98451
,sorong,salawati,matawolot,98451
,sorong,salawati,rawa sugi,98451
,sorong,salawati,walal,98451
,sorong,salawati selatan,dulbatan,98452
,sorong,salawati selatan,duriankari,98452
,sorong,salawati selatan,katlol (klotlof / katlof),98452
,sorong,salawati selatan,manoket,98452
,sorong,salawati selatan,maralol,98452
,sorong,salawati selatan,sailolof,98452
,sorong,salawati selatan,sakapul,98452
,sorong,salawati selatan,waliam,98452
,sorong,sayosa,batu payung,98471
,sorong,sayosa,dasri,98471
,sorong,sayosa,klatin (klatim),98471
,sorong,sayosa,luwelala (suwelala),98471
,sorong,sayosa,maladofok,98471
,sorong,sayosa,sailala,98471
,sorong,sayosa,saluk,98471
,sorong,seget,kasim,98452
,sorong,seget,kasimle,98452
,sorong,seget,klayas,98452
,sorong,seget,malabam (malaban),98452
,sorong,seget,seget,98452
,sorong,seget,wajin,98452
,sorong,seget,wasingsan,98452
,sorong,seget,wayenkede,98452
,sorong,segun,gisim,98452
,sorong,segun,klasigon (klasegun),98452
,sorong,segun,majemau,98452
,sorong,segun,segun,98452
,sorong,segun,waimon,98452
,sorong,segun,wainlabat,98452
,sorong,sorong,kampung baru,98413
,sorong,sorong,klademak,98414
,sorong,sorong,klakublik,98414
,sorong,sorong,klasuur,98414
,sorong,sorong,remu utara,98416
,sorong,sorong barat,klabala,98412
,sorong,sorong barat,klawasi,98411
,sorong,sorong barat,rufei,98412
,sorong,sorong barat,saoka,98411
,sorong,sorong barat,tanjung kasuari,98411
,sorong,sorong kepulauan,dum barat (doom barat),98413
,sorong,sorong kepulauan,dum timur (doom timur),98413
,sorong,sorong kepulauan,raam,98413
,sorong,sorong kepulauan,soop,98413
,sorong,sorong manoi,klaligi,98414
,sorong,sorong manoi,klasabi,98416
,sorong,sorong manoi,malabutor,98416
,sorong,sorong manoi,malawei,98416
,sorong,sorong manoi,remu selatan,98415
,sorong,sorong timur,giwu,98418
,sorong,sorong timur,klablim,98414
,sorong,sorong timur,klamana,98418
,sorong,sorong timur,klasaman,98417
,sorong,sorong timur,klasuat,98418
,sorong,sorong timur,klawalu,98415
,sorong,sorong timur,klawuyuk,98419
,sorong,sorong utara,klagete,98416
,sorong,sorong utara,malaingkedi,98419
,sorong,sorong utara,malanu,98419
,sorong,sorong utara,matalamagi (matalamangi),98419
,sorong,sorong utara,sawagumu,98419
,sorong selatan,fokour,bemus,98456
,sorong selatan,fokour,pasir putih,98456
,sorong selatan,fokour,wandum,98456
,sorong selatan,fokour,welek,98456
,sorong selatan,inanwatan (inawatan),isogo,98455
,sorong selatan,inanwatan (inawatan),mate,98455
,sorong selatan,inanwatan (inawatan),mogibi,98455
,sorong selatan,inanwatan (inawatan),odeare,98455
,sorong selatan,inanwatan (inawatan),serkos,98455
,sorong selatan,inanwatan (inawatan),sibae,98455
,sorong selatan,inanwatan (inawatan),siri-siri,98455
,sorong selatan,inanwatan (inawatan),solta baru,98455
,sorong selatan,inanwatan (inawatan),wadoi,98455
,sorong selatan,kais (matemani kais),benawa i,98455
,sorong selatan,kais (matemani kais),haemaran (kurana),98455
,sorong selatan,kais (matemani kais),ikana,98455
,sorong selatan,kais (matemani kais),kais,98455
,sorong selatan,kais (matemani kais),makaroro,98455
,sorong selatan,kais (matemani kais),mogotemin (mogatemin),98455
,sorong selatan,kais (matemani kais),mukamat,98455
,sorong selatan,kais (matemani kais),onimsefa,98455
,sorong selatan,kais (matemani kais),siranggo,98455
,sorong selatan,kais (matemani kais),sumano,98455
,sorong selatan,kais (matemani kais),tapuri,98455
,sorong selatan,kais (matemani kais),yahadian,98455
,sorong selatan,kokoda,arbasina,98455
,sorong selatan,kokoda,birawaku,98455
,sorong selatan,kokoda,daimar,98455
,sorong selatan,kokoda,daubak,98455
,sorong selatan,kokoda,kasuweri,98455
,sorong selatan,kokoda,korewatara,98455
,sorong selatan,kokoda,migori,98455
,sorong selatan,kokoda,migrito,98455
,sorong selatan,kokoda,nayakore,98455
,sorong selatan,kokoda,negeri besar,98455
,sorong selatan,kokoda,siwatori,98455
,sorong selatan,kokoda,tambani,98455
,sorong selatan,kokoda,tapas,98455
,sorong selatan,kokoda,tarof,98455
,sorong selatan,kokoda,topdan,98455
,sorong selatan,kokoda,totona,98455
,sorong selatan,kokoda utara,adona,98455
,sorong selatan,kokoda utara,atori,98455
,sorong selatan,kokoda utara,benawa ii,98455
,sorong selatan,kokoda utara,bubuko,98455
,sorong selatan,kokoda utara,kamundan dua,98455
,sorong selatan,kokoda utara,kamundan satu,98455
,sorong selatan,kokoda utara,karirif,98455
,sorong selatan,kokoda utara,kayubiro,98455
,sorong selatan,kokoda utara,udagaga,98455
,sorong selatan,konda,bariat,98454
,sorong selatan,konda,konda,98454
,sorong selatan,konda,manelek,98454
,sorong selatan,konda,nagna,98454
,sorong selatan,konda,wamargege,98454
,sorong selatan,matemani,bedare,98455
,sorong selatan,matemani,mugim,98455
,sorong selatan,matemani,nusa,98455
,sorong selatan,matemani,puragi,98455
,sorong selatan,matemani,saga,98455
,sorong selatan,matemani,tawanggire,98455
,sorong selatan,moswaren,bumi ajo,98454
,sorong selatan,moswaren,hararo,98454
,sorong selatan,moswaren,hasik jaya,98454
,sorong selatan,moswaren,joshiro,98454
,sorong selatan,moswaren,kamisabe,98454
,sorong selatan,moswaren,moswaren,98454
,sorong selatan,moswaren,tokass,98454
,sorong selatan,saifi,botain,98454
,sorong selatan,saifi,kayabo,98454
,sorong selatan,saifi,kenaya,98454
,sorong selatan,saifi,komanggaret,98454
,sorong selatan,saifi,kwowok,98454
,sorong selatan,saifi,manggroholo,98454
,sorong selatan,saifi,mlaswat,98454
,sorong selatan,saifi,sayal,98454
,sorong selatan,saifi,sira,98454
,sorong selatan,saifi,sisir,98454
,sorong selatan,sawiat,alma,98456
,sorong selatan,sawiat,elles,98456
,sorong selatan,sawiat,klamit,98456
,sorong selatan,sawiat,kofalit,98456
,sorong selatan,sawiat,mlabolo,98456
,sorong selatan,sawiat,sasnek,98456
,sorong selatan,sawiat,sawiat,98456
,sorong selatan,sawiat,sfakyo,98456
,sorong selatan,sawiat,sodrofoyo,98456
,sorong selatan,sawiat,ween,98456
,sorong selatan,sawiat,wendi,98456
,sorong selatan,sawiat,wenslolo,98456
,sorong selatan,sawiat,wensough,98456
,sorong selatan,seremuk,haha,98454
,sorong selatan,seremuk,kakas,98454
,sorong selatan,seremuk,kamaro,98454
,sorong selatan,seremuk,klaogin,98454
,sorong selatan,seremuk,sbir,98454
,sorong selatan,seremuk,srer,98454
,sorong selatan,seremuk,tofot,98454
,sorong selatan,seremuk,woloin,98454
,sorong selatan,teminabuan,aibobor,98454
,sorong selatan,teminabuan,ani sesna,98454
,sorong selatan,teminabuan,gorolo,98454
,sorong selatan,teminabuan,kaibus,98454
,sorong selatan,teminabuan,keyen,98454
,sorong selatan,teminabuan,kohoin,98454
,sorong selatan,teminabuan,magis,98454
,sorong selatan,teminabuan,nambro,98454
,sorong selatan,teminabuan,seyolo,98454
,sorong selatan,teminabuan,siribau,98454
,sorong selatan,teminabuan,tapiri,98454
,sorong selatan,teminabuan,tegirolo,98454
,sorong selatan,teminabuan,wehali,98454
,sorong selatan,teminabuan,wermit,98454
,sorong selatan,teminabuan,wernas,98454
,sorong selatan,teminabuan,wersar,98454
,sorong selatan,wayer,bagraga (bagaraga),98454
,sorong selatan,wayer,baldon (boldon),98454
,sorong selatan,wayer,sesor,98454
,sorong selatan,wayer,sungguer,98454
,sorong selatan,wayer,ungi (unggi),98454
,sorong selatan,wayer,waigo,98454
,sorong selatan,wayer,wardik,98454
,sorong selatan,wayer,wayer,98454
,sragen,gemolong,brangkal,57274
,sragen,gemolong,gemolong,57274
,sragen,gemolong,geneng duwur,57274
,sragen,gemolong,jatibatur,57274
,sragen,gemolong,jenalas,57274
,sragen,gemolong,kalangan,57274
,sragen,gemolong,kaloran,57274
,sragen,gemolong,kragilan,57274
,sragen,gemolong,kwangen,57274
,sragen,gemolong,nganti,57274
,sragen,gemolong,ngembat padas,57274
,sragen,gemolong,peleman,57274
,sragen,gemolong,purworejo,57274
,sragen,gemolong,tegaldowo,57274
,sragen,gesi,blangu,57262
,sragen,gesi,gesi,57262
,sragen,gesi,pilangsari,57262
,sragen,gesi,poleng,57262
,sragen,gesi,slendro,57262
,sragen,gesi,srawung,57262
,sragen,gesi,tanggan,57262
,sragen,gondang,bumiaji,57254
,sragen,gondang,glonggong,57254
,sragen,gondang,gondang,57254
,sragen,gondang,kaliwedi,57254
,sragen,gondang,plosorejo,57254
,sragen,gondang,srimulyo,57254
,sragen,gondang,tegalrejo,57254
,sragen,gondang,tunggul,57254
,sragen,gondang,wonotolo,57254
,sragen,jenar,banyuurip,57256
,sragen,jenar,dawung,57256
,sragen,jenar,japoh,57256
,sragen,jenar,jenar,57256
,sragen,jenar,kandang sapi,57256
,sragen,jenar,mlale,57256
,sragen,jenar,ngepringan,57256
,sragen,kalijambe,banaran,57275
,sragen,kalijambe,bukuran,57275
,sragen,kalijambe,donoyudan,57275
,sragen,kalijambe,jetis karangpung,57275
,sragen,kalijambe,kalimacan,57275
,sragen,kalijambe,karangjati,57275
,sragen,kalijambe,keden,57275
,sragen,kalijambe,krikilan,57275
,sragen,kalijambe,ngebung,57275
,sragen,kalijambe,samberembe,57275
,sragen,kalijambe,saren,57275
,sragen,kalijambe,tegalombo,57275
,sragen,kalijambe,trobayan,57275
,sragen,kalijambe,wonorejo,57275
,sragen,karangmalang,guworejo,57222
,sragen,karangmalang,jurangjero,57222
,sragen,karangmalang,kedung waduk,57222
,sragen,karangmalang,kroyo,57221
,sragen,karangmalang,mojorejo,57222
,sragen,karangmalang,pelem gadung,57222
,sragen,karangmalang,plosokerep,57222
,sragen,karangmalang,plumbungan,57222
,sragen,karangmalang,puro,57222
,sragen,karangmalang,saradan,57222
,sragen,kedawung,bendungan,57292
,sragen,kedawung,celep,57292
,sragen,kedawung,jenggrik,57292
,sragen,kedawung,karang pelem,57292
,sragen,kedawung,kedawung,57292
,sragen,kedawung,mojodoyong,57292
,sragen,kedawung,mojokerto,57292
,sragen,kedawung,pengkok,57292
,sragen,kedawung,wonokerso,57292
,sragen,kedawung,wonorejo,57292
,sragen,masaran,dawungan,57282
,sragen,masaran,gebang,57282
,sragen,masaran,jati,57282
,sragen,masaran,jirapan,57282
,sragen,masaran,karang malang,57282
,sragen,masaran,kliwonan,57282
,sragen,masaran,krebet,57282
,sragen,masaran,krikilan,57282
,sragen,masaran,masaran,57282
,sragen,masaran,pilang,57282
,sragen,masaran,pringanom,57282
,sragen,masaran,sepat,57282
,sragen,masaran,sidodadi,57282
,sragen,miri,bagor,57276
,sragen,miri,brojol,57276
,sragen,miri,doyong,57276
,sragen,miri,geneng,57276
,sragen,miri,gilirejo,57276
,sragen,miri,gilirejo baru,57276
,sragen,miri,girimargo,57276
,sragen,miri,jeruk,57276
,sragen,miri,soko,57276
,sragen,miri,sunggingan,57276
,sragen,mondokan,gemantar,57271
,sragen,mondokan,jambangan,57271
,sragen,mondokan,jekani,57271
,sragen,mondokan,kedawung,57271
,sragen,mondokan,pare,57271
,sragen,mondokan,sono,57271
,sragen,mondokan,sumberejo,57271
,sragen,mondokan,tempelrejo,57271
,sragen,mondokan,trombol,57271
,sragen,ngrampal,bandung,57252
,sragen,ngrampal,bener,57252
,sragen,ngrampal,gabus,57252
,sragen,ngrampal,karangudi,57252
,sragen,ngrampal,kebonromo,57252
,sragen,ngrampal,klandungan,57252
,sragen,ngrampal,ngarum,57252
,sragen,ngrampal,pilangsari,57252
,sragen,plupuh,cangkol,57283
,sragen,plupuh,dari,57283
,sragen,plupuh,gedongan,57283
,sragen,plupuh,gentan banaran,57283
,sragen,plupuh,jabung,57283
,sragen,plupuh,jembangan,57283
,sragen,plupuh,karang anyar,57283
,sragen,plupuh,karangwaru,57283
,sragen,plupuh,karungan,57283
,sragen,plupuh,manyarejo,57283
,sragen,plupuh,ngrombo,57283
,sragen,plupuh,plupuh,57283
,sragen,plupuh,pungsari,57283
,sragen,plupuh,sambirejo,57283
,sragen,plupuh,sidokerto,57283
,sragen,plupuh,somomoro dukuh,57283
,sragen,sambirejo,blimbing,57293
,sragen,sambirejo,dawung,57293
,sragen,sambirejo,jambeyan,57293
,sragen,sambirejo,jetis,57293
,sragen,sambirejo,kadipiro,57293
,sragen,sambirejo,musuk,57293
,sragen,sambirejo,sambi,57293
,sragen,sambirejo,sambirejo,57293
,sragen,sambirejo,sukorejo,57293
,sragen,sambung macan,banaran,57253
,sragen,sambung macan,banyuurip,57253
,sragen,sambung macan,bedoro,57253
,sragen,sambung macan,cemeng,57253
,sragen,sambung macan,gringging,57253
,sragen,sambung macan,karanganyar,57253
,sragen,sambung macan,plumbon,57253
,sragen,sambung macan,sambungmacan,57253
,sragen,sambung macan,toyogo,57253
,sragen,sidoharjo,bentak,57281
,sragen,sidoharjo,duyungan,57281
,sragen,sidoharjo,jambanan,57281
,sragen,sidoharjo,jetak,57281
,sragen,sidoharjo,pandak,57281
,sragen,sidoharjo,patihan,57281
,sragen,sidoharjo,purwosuman,57281
,sragen,sidoharjo,sidoharjo,57281
,sragen,sidoharjo,singopadu,57281
,sragen,sidoharjo,sribit,57281
,sragen,sidoharjo,taraman,57281
,sragen,sidoharjo,tenggak,57281
,sragen,sragen,karang tengah,57216
,sragen,sragen,kedungupit,57211
,sragen,sragen,nglorog,57215
,sragen,sragen,sine,57213
,sragen,sragen,sragen kulon,57212
,sragen,sragen,sragen tengah,57211
,sragen,sragen,sragen wetan,57214
,sragen,sragen,tangkil,57211
,sragen,sukodono,baleharjo,57263
,sragen,sukodono,bendo,57263
,sragen,sukodono,gebang,57263
,sragen,sukodono,jati tengah,57263
,sragen,sukodono,juwok,57263
,sragen,sukodono,karang anom,57263
,sragen,sukodono,majenang,57263
,sragen,sukodono,newung,57263
,sragen,sukodono,pantirejo,57263
,sragen,sumberlawang,cepoko,57272
,sragen,sumberlawang,hadiluwih,57272
,sragen,sumberlawang,jati,57272
,sragen,sumberlawang,kacangan,57272
,sragen,sumberlawang,mojopuro,57272
,sragen,sumberlawang,ngandul,57272
,sragen,sumberlawang,ngargosari,57272
,sragen,sumberlawang,ngargotirto,57272
,sragen,sumberlawang,pagak,57272
,sragen,sumberlawang,pendem,57272
,sragen,sumberlawang,tlogo tirto,57272
,sragen,tangen,denanyar,57261
,sragen,tangen,dukuh,57261
,sragen,tangen,galeh,57261
,sragen,tangen,jekawal,57261
,sragen,tangen,katelan,57261
,sragen,tangen,ngrombo,57261
,sragen,tangen,sigit,57261
,sragen,tanon,bonagung,57277
,sragen,tanon,gabugan,57277
,sragen,tanon,gading,57277
,sragen,tanon,gawan,57277
,sragen,tanon,jono,57277
,sragen,tanon,kalikobok,57277
,sragen,tanon,karang talun,57277
,sragen,tanon,karangasem,57277
,sragen,tanon,kecik,57277
,sragen,tanon,ketro,57277
,sragen,tanon,padas,57277
,sragen,tanon,pengkol,57277
,sragen,tanon,sambi duwur,57277
,sragen,tanon,slogo,57277
,sragen,tanon,suwatu,57277
,sragen,tanon,tanon,57277
,subang,binong,binong,41253
,subang,binong,cicadas,41253
,subang,binong,citrajaya,41253
,subang,binong,karangsari,41253
,subang,binong,karangwangi,41253
,subang,binong,kediri,41253
,subang,binong,kihiyang,41253
,subang,binong,mulyasari,41253
,subang,binong,nanggerang,41253
,subang,blanakan,blanakan,41259
,subang,blanakan,cilamaya girang,41259
,subang,blanakan,cilamaya hilir,41259
,subang,blanakan,jayamukti,41259
,subang,blanakan,langensari,41259
,subang,blanakan,muara,41259
,subang,blanakan,rawamekar,41259
,subang,blanakan,rawameneng,41259
,subang,blanakan,tanjungtiga,41259
,subang,ciasem,ciasem girang,41256
,subang,ciasem,ciasem hilir,41256
,subang,ciasem,ciasem tengah,41256
,subang,ciasem,ciasembaru,41256
,subang,ciasem,dukuh,41256
,subang,ciasem,jatibaru,41256
,subang,ciasem,pinangsari,41256
,subang,ciasem,sukahaji,41256
,subang,ciasem,sukamandijaya,41256
,subang,ciater,ciater,41281
,subang,ciater,cibeusi,41281
,subang,ciater,cibitung,41281
,subang,ciater,cisaat,41281
,subang,ciater,nagrak,41281
,subang,ciater,palasari,41251
,subang,ciater,sanca,41281
,subang,cibogo,balendung,41285
,subang,cibogo,cibalandong jaya,41285
,subang,cibogo,cibogo,41285
,subang,cibogo,cinangsi,41285
,subang,cibogo,cisaga,41285
,subang,cibogo,majasari,41285
,subang,cibogo,padaasih,41285
,subang,cibogo,sadawarna,41285
,subang,cibogo,sumurbarang,41285
,subang,cijambe,bantarsari,41286
,subang,cijambe,cijambe,41286
,subang,cijambe,cikadu,41286
,subang,cijambe,cimenteng,41286
,subang,cijambe,cirangkong,41286
,subang,cijambe,gunungtua,41286
,subang,cijambe,sukahurip,41286
,subang,cijambe,tanjungwangi,41286
,subang,cikaum,cikaum barat,41253
,subang,cikaum,cikaum timur,41253
,subang,cikaum,gandasari,41253
,subang,cikaum,kaunganten,41253
,subang,cikaum,mekarsari,41253
,subang,cikaum,pasirmuncang,41253
,subang,cikaum,sindangsari,41253
,subang,cikaum,tanjungsari barat,41253
,subang,cikaum,tanjungsari timur,41253
,subang,cipeundeuy,banggalamulya,41272
,subang,cipeundeuy,cimayasari,41272
,subang,cipeundeuy,cipeundeuy,41272
,subang,cipeundeuy,jalupang,41272
,subang,cipeundeuy,lengkong,41272
,subang,cipeundeuy,sawangan,41272
,subang,cipeundeuy,wantilan,41272
,subang,cipunagara,jati,41257
,subang,cipunagara,kosambi,41257
,subang,cipunagara,manyingsal,41257
,subang,cipunagara,padamulya,41257
,subang,cipunagara,parigimulya,41257
,subang,cipunagara,sidajaya,41257
,subang,cipunagara,sidamulya,41257
,subang,cipunagara,simpar,41257
,subang,cipunagara,tanjung,41257
,subang,cipunagara,wanasari,41257
,subang,cisalak,cigadog,41283
,subang,cisalak,cimanggu,41283
,subang,cisalak,cisalak,41283
,subang,cisalak,cupunagara,41283
,subang,cisalak,darmaga,41283
,subang,cisalak,gardusayang,41283
,subang,cisalak,mayang,41283
,subang,cisalak,pakuhaji,41283
,subang,cisalak,sukakerti,41283
,subang,compreng,compreng,41258
,subang,compreng,jatimulya,41258
,subang,compreng,jatireja,41258
,subang,compreng,kalensari,41258
,subang,compreng,kiarasari,41258
,subang,compreng,mekarjaya,41258
,subang,compreng,sukadana,41258
,subang,compreng,sukatani,41258
,subang,dawuan,batusari,41271
,subang,dawuan,cisampih,41271
,subang,dawuan,dawuan kaler,41271
,subang,dawuan,dawuan kidul,41271
,subang,dawuan,jambelaer,41271
,subang,dawuan,manyeti,41271
,subang,dawuan,margasari,41271
,subang,dawuan,rawalele,41271
,subang,dawuan,situsari,41271
,subang,dawuan,sukasari,41271
,subang,jalancagak,bunihayu,41281
,subang,jalancagak,curugrendeng,41281
,subang,jalancagak,jalancagak,41281
,subang,jalancagak,kumpay,41281
,subang,jalancagak,sarireja,41281
,subang,jalancagak,tambakan,41281
,subang,jalancagak,tambakmekar,41281
,subang,kalijati,banggalamulya,41271
,subang,kalijati,caracas,41271
,subang,kalijati,ciruluk,41271
,subang,kalijati,jalupang,41271
,subang,kalijati,kaliangsana,41271
,subang,kalijati,kalijati barat,41271
,subang,kalijati,kalijati timur,41271
,subang,kalijati,marengmang,41271
,subang,kalijati,tanggulun barat,41271
,subang,kalijati,tanggulun timur,41271
,subang,kasomalang,bojongloa,41283
,subang,kasomalang,cimanglid,41281
,subang,kasomalang,kasomalang kulon,41281
,subang,kasomalang,kasomalang wetan,41281
,subang,kasomalang,pasanggrahan,41283
,subang,kasomalang,sindangsari,41283
,subang,kasomalang,sukamelang,41283
,subang,kasomalang,tenjolaya,41283
,subang,legonkulon,bobos,41254
,subang,legonkulon,karangmulya,41254
,subang,legonkulon,legonkulon,41254
,subang,legonkulon,legonwetan,41254
,subang,legonkulon,mayangan,41254
,subang,legonkulon,pangarengan,41254
,subang,legonkulon,tegalurung,41254
,subang,pabuaran,balebandung jaya,41262
,subang,pabuaran,cihambulu,41262
,subang,pabuaran,kadawung,41262
,subang,pabuaran,karanghegar,41262
,subang,pabuaran,pabuaran,41251
,subang,pabuaran,pringkasap,41262
,subang,pabuaran,salamjaya,41262
,subang,pabuaran,siluman,41262
,subang,pagaden,gambarsari,41252
,subang,pagaden,gembor,41252
,subang,pagaden,gunungsari,41252
,subang,pagaden,gunungsembung,41252
,subang,pagaden,jabong,41252
,subang,pagaden,kamarung,41252
,subang,pagaden,neglasari,41252
,subang,pagaden,pagaden,41252
,subang,pagaden,sukamulya,41251
,subang,pagaden,sumbersari,41252
,subang,pagaden barat,balingbing,41252
,subang,pagaden barat,bendungan,41252
,subang,pagaden barat,cidadap,41252
,subang,pagaden barat,cidahu,41252
,subang,pagaden barat,margahayu,41252
,subang,pagaden barat,mekarwangi,41252
,subang,pagaden barat,munjul,41252
,subang,pagaden barat,pangsor,41252
,subang,pagaden barat,sumurgintung,41252
,subang,pamanukan,bongas,41254
,subang,pamanukan,lengkongjaya,41254
,subang,pamanukan,mulyasari,41254
,subang,pamanukan,pamanukan,41254
,subang,pamanukan,pamanukan hilir,41254
,subang,pamanukan,pamanukan sebrang,41254
,subang,pamanukan,rancahilir,41254
,subang,pamanukan,rancasari,41254
,subang,patokbeusi,ciberes,41263
,subang,patokbeusi,gempolsari,41263
,subang,patokbeusi,jatiragas hilir,41263
,subang,patokbeusi,rancaasih,41263
,subang,patokbeusi,rancabango,41263
,subang,patokbeusi,rancajaya,41263
,subang,patokbeusi,rancamulya,41263
,subang,patokbeusi,tambakjati,41263
,subang,patokbeusi,tanjungrasa kaler,41263
,subang,patokbeusi,tanjungrasa kidul,41263
,subang,purwadadi,belendung (blendung),41261
,subang,purwadadi,koranji,41261
,subang,purwadadi,pagon,41261
,subang,purwadadi,panyingkiran,41261
,subang,purwadadi,parapatan,41261
,subang,purwadadi,pasirbungur,41261
,subang,purwadadi,purwadadi barat,41261
,subang,purwadadi,purwadadi timur,41261
,subang,purwadadi,rancamahi,41261
,subang,purwadadi,wanakerta,41261
,subang,pusakajaya,bojong jaya,41255
,subang,pusakajaya,bojongtengah,41255
,subang,pusakajaya,cigugur,41255
,subang,pusakajaya,cigugur kaler,41255
,subang,pusakajaya,karanganyar,41255
,subang,pusakajaya,kebondanas,41255
,subang,pusakajaya,pusakajaya,41255
,subang,pusakajaya,rangdu,41255
,subang,pusakanagara,gempol,41255
,subang,pusakanagara,kalentambo,41255
,subang,pusakanagara,kotasari,41255
,subang,pusakanagara,mundusari,41255
,subang,pusakanagara,patimban,41255
,subang,pusakanagara,pusakaratu,41255
,subang,pusakanagara,rancadaka,41255
,subang,sagalaherang,cicadas,41282
,subang,sagalaherang,curugagung,41282
,subang,sagalaherang,dayeuhkolot,41282
,subang,sagalaherang,leles,41282
,subang,sagalaherang,sagalaherang,41282
,subang,sagalaherang,sagalaherang kaler,41282
,subang,sagalaherang,sukamandi,41282
,subang,serangpanjang,cijengkol,41282
,subang,serangpanjang,cikujang,41282
,subang,serangpanjang,cintamekar,41282
,subang,serangpanjang,cipancar,41282
,subang,serangpanjang,ponggang,41282
,subang,serangpanjang,talagasari,41282
,subang,subang,cigadung,41213
,subang,subang,dangdeur,41212
,subang,subang,karanganyar,41211
,subang,subang,parung,41211
,subang,subang,pasirkareumbi,41211
,subang,subang,soklat,41215
,subang,subang,sukamelang,41211
,subang,subang,wanareja,41211
,subang,sukasari,anggasari,41254
,subang,sukasari,batangsari,41254
,subang,sukasari,curugreja,41254
,subang,sukasari,mandalawangi,41256
,subang,sukasari,sukamaju,41254
,subang,sukasari,sukareja,41254
,subang,sukasari,sukasari,41254
,subang,tambakdahan,bojonegara,41253
,subang,tambakdahan,bojongkeding,41253
,subang,tambakdahan,gardumukti,41253
,subang,tambakdahan,kertajaya,41253
,subang,tambakdahan,mariuk,41253
,subang,tambakdahan,rancaudik,41253
,subang,tambakdahan,tambakdahan,41253
,subang,tambakdahan,tanjungrasa,41253
,subang,tambakdahan,wanajaya,41253
,subang,tanjungsiang,buniara,41284
,subang,tanjungsiang,cibuluh,41284
,subang,tanjungsiang,cikawung,41284
,subang,tanjungsiang,cimeuhmal,41284
,subang,tanjungsiang,gandasoli,41284
,subang,tanjungsiang,kawungluwuk,41284
,subang,tanjungsiang,rancamanggung,41284
,subang,tanjungsiang,sindanglaya,41284
,subang,tanjungsiang,sirap,41284
,subang,tanjungsiang,tanjungsiang,41284
,subulussalam,longkib,bangun sari,24782
,subulussalam,longkib,bukit alim,24782
,subulussalam,longkib,darul aman (ginasing),24782
,subulussalam,longkib,darussalam,24782
,subulussalam,longkib,lae saga,24782
,subulussalam,longkib,longkib,24782
,subulussalam,longkib,panji,24782
,subulussalam,longkib,rantau panjang,24782
,subulussalam,longkib,sepang,24782
,subulussalam,longkib,sikerabang,24782
,subulussalam,penanggalan,cepu,24782
,subulussalam,penanggalan,jontor,24782
,subulussalam,penanggalan,kampung baru,24782
,subulussalam,penanggalan,kuta tengah,24782
,subulussalam,penanggalan,lae bersih,24782
,subulussalam,penanggalan,lae ikan,24782
,subulussalam,penanggalan,lae motong,24782
,subulussalam,penanggalan,penanggalan,24782
,subulussalam,penanggalan,penuntungan,24782
,subulussalam,penanggalan,sikelang,24782
,subulussalam,rundeng,badar,24786
,subulussalam,rundeng,binanga,24786
,subulussalam,rundeng,blukur / belukur makmur,24786
,subulussalam,rundeng,dah,24786
,subulussalam,rundeng,geruguh,24786
,subulussalam,rundeng,harapan baru,24786
,subulussalam,rundeng,kuala kepeng (keupeng),24786
,subulussalam,rundeng,kuta beringin,24786
,subulussalam,rundeng,lae mate,24786
,subulussalam,rundeng,lae pamualan,24786
,subulussalam,rundeng,mandilam,24786
,subulussalam,rundeng,muara batu-batu,24786
,subulussalam,rundeng,oboh,24786
,subulussalam,rundeng,panglima saman,24786
,subulussalam,rundeng,pasar rundeng,24786
,subulussalam,rundeng,sepadan,24786
,subulussalam,rundeng,sibuasan,24786
,subulussalam,rundeng,sibungke,24786
,subulussalam,rundeng,siperkas,24786
,subulussalam,rundeng,suaq / suak jampak,24786
,subulussalam,rundeng,tanah tumbuh,24786
,subulussalam,rundeng,teladan baru,24786
,subulussalam,rundeng,tualang,24786
,subulussalam,simpang kiri,buluh dori (buluh besi),24782
,subulussalam,simpang kiri,kuta cepu,24782
,subulussalam,simpang kiri,lae oram (aram),24782
,subulussalam,simpang kiri,makmur jaya,24782
,subulussalam,simpang kiri,mukti makmur,24782
,subulussalam,simpang kiri,pasar panjang,24782
,subulussalam,simpang kiri,pegayo,24782
,subulussalam,simpang kiri,sekelondang (sikelondang_,24782
,subulussalam,simpang kiri,subulussalam,24782
,subulussalam,simpang kiri,subulussalam barat,24782
,subulussalam,simpang kiri,subulussalam selatan,24782
,subulussalam,simpang kiri,subulussalam utara,24782
,subulussalam,simpang kiri,suka makmur,24782
,subulussalam,simpang kiri,tangga besi,24782
,subulussalam,sultan daulat,bawan,24782
,subulussalam,sultan daulat,bunga tanjung,24782
,subulussalam,sultan daulat,cipar pari / pare,24782
,subulussalam,sultan daulat,cipar pari / pare timur,24782
,subulussalam,sultan daulat,darul makmur,24782
,subulussalam,sultan daulat,gunung bakti,24782
,subulussalam,sultan daulat,jabi-jabi,24782
,subulussalam,sultan daulat,jambi baru,24782
,subulussalam,sultan daulat,lae langge,24782
,subulussalam,sultan daulat,lae simolap,24782
